Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_323:0000264,AwnTx_E_cat,,Trial evaluation,Grain filling,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000108,Awn texture,Morphological,The smoothness or roughness of the lemma awn barbs.,,AwnTx,,Awn,texture,,,CO_323:0000263,Awn texture - Estimation,Estimation,Observe the texture of awns and record it.,,,CO_323:0000110,Awn texture scale,Ordinal,,,,,1= smooth,2= semi smooth,3= rough (serrated),,,,,,,
,CO_323:0000266,AwnTipPigPre_E_0to1,,Trial evaluation,Grain filling,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000105,Awn tip pigmentation presence,Morphological,The presence or absence of pigmentation on awn tips.,,AwnTipPigPre,,Awn tip,pigmentation presence,,,CO_323:0000265,Awn tip pigmentation presence - Estimation,Estimation,Observe the presence of pigmentation on awn tips and record it.,,,CO_323:0000053,Absent-Present scale,Ordinal,,,,,0= absent,1= present,,,,,,,,
,CO_323:0000268,AwnTy_E_1to3,,Trial evaluation,Grain filling,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000099,Awn type,Morphological,The lemma awns type.,,AwnTy,,Awn,type,,,CO_323:0000267,Awn type - Estimation,Estimation,Observe the awn type of lemmas and record it.,,,CO_323:0000101,1-3 Awn type scale,Nominal,,,,,1= hooded,2= awnleted,3= normal,,,,,,,
,CO_323:0000271,AwnTy_E_1to5,,Plant descriptor,Vegetative,,,,,,EN,Barley,CO_323:0000099,Awn type,Morphological,The lemma awns type.,,AwnTy,,Awn,type,,,CO_323:0000269,Awn type - Estimation,Estimation,Observe the awn type of lemmas and record it.,,"IPGRI. 1994. Descriptors for barley (Hordeum vulgare L.). International Plant Genetic Resources Institute, Rome, Italy.",CO_323:0000270,1-5 Awn type scale,Nominal,,,,,1= awnless,2= awnleted,3= awned,4= sessile hoods,5= elevated hoods,,,,,
,CO_323:0000273,BYDVSus_E_1to9,,"Nursery observation, Trial evaluation",,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000174,Barley Yellow Dwarf Virus susceptibility,Biotic stress,The plant susceptibility to Barley Yellow Dwarf Virus (BYDV).,,BYDVSus,,Plant,Barley Yellow Dwarf Virus susceptibility,,,CO_323:0000272,BYDV susceptibility - Estimation,Estimation,"Observe the plant susceptibility to Black Rust, and rate it.",,"IPGRI. 1994. Descriptors for barley (Hordeum vulgare L.). International Plant Genetic Resources Institute, Rome, Italy.",CO_323:0000155,1-9 General susceptibility scale,Ordinal,,,,,1= very low or no visible sign of susceptibility,2= very low to low susceptibility,3= low susceptibility,4= low to intermediate susceptibility,5= intermediate susceptibility,6= intermediate to high susceptibility,7= high susceptibility,8= high to very high susceptibility,9= very high susceptibility,
,CO_323:0000276,BlkRustCI_Cp_pct,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000274,Black Rust coefficient of infection,Biotic stress,The Black Rust (Stem Rust) coefficient of infection. Disease caused by the agent Puccinia graminis f. sp. tritici.,,BlkRustCI,,Plant,Black Rust coefficient of infection,,,CO_323:0000275,Rust coefficient of infection - Computation,Computation,"Compute Rust coefficient of infection (CI) by multiplying the severity times a constant for host response: where immune = 0.0, R=0.2, MR =0.4, MS =0.8, and S=1.0.",,,CO_323:0000002,%,Numerical,,,,,,,,,,,,,,
,CO_323:0000279,BlkRustResp_E_cat,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000277,Black Rust plant response,Biotic stress,The plant response to Black Rust (Stem Rust) caused by the agent Puccinia graminis f. sp. tritici.,,BlkRustResp,,Plant,Black Rust plant response,,,CO_323:0000278,Rust response - Estimation,Estimation,"Observe the host reaction to Rust, and rate it, usually scored from immune/resistant to susceptible.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995",CO_323:0000237,Rust response scale,Ordinal,,,,,0= no visible infection on plant.,"R= resistant:â€ visible chlorosis or necrosis, no uredia are present.",MR= moderately resistant:â€ small uredia are present and surrounded by either chlorotic or necrotic areas.,"M= intermediate:â€ variable sized uredia are present, some with chlorosis, necrosis, or both.",MS= moderately susceptible:â€ medium sized uredia are present and possible surrounded by chlorotic areas.,"S= susceptible:â€ large uredia are present, generally with little or no chlorosis and no necrosis.",,,,
,CO_323:0000282,BlkRustSev_E_0to100,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000280,Black Rust severity,Biotic stress,The Black Rust (Stem Rust) severity caused by the agent Puccinia graminis f. sp. tritici.,,BlkRustSev,,Plant,Black Rust severity,,,CO_323:0000281,Rust severity - Estimation,Estimation,Observe Rust severity and record it. Often severity is represented as a relative or absolute area of plant tissue affected.,,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995",CO_323:0000238,Rust severity modified Cobb scale,Ordinal,,,,,0= 0% (no uredia),1= 1% (0.37% occupied by uredia),5= 5% (1.85% occupied by uredia),10= 10% (3.7% occupied by uredia),20= 20% (7.4% occupied by uredia),30= 30% (11.1% occupied by uredia),40= 40% (14.8% occupied by uredia),50= 50% (18.5% occupied by uredia),60= 60% (22.2% occupied by uredia),70= 70% (25.9% occupied by uredia)
,CO_323:0000285,BlkRustNotes_E_txt,SR,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000283,Black Rust severity and response,Biotic stress,The Black Rust (Stem Rust) severity and response notes. Disease caused by the agent Puccinia graminis f. sp. tritici.,,BlkRustNotes,,Plant,Black Rust severity and response,,,CO_323:0000284,Rust severity and response notes - Estimation,Estimation,"Observe Rust severity and response and record the note. Severityâ€ is recorded as a percentage, according to the modifed Cobb using: Trace, 5, 10, 20, 40, 60, 100. Response is recorded following the scale: 0-No visible infection, R-Resistant, MR-Moderately Resistant, M-Intermediate, MS-Moderately Susceptible, S-Susceptible.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995",CO_323:0000167,Rust notes,Text,,,,,,,,,,,,,,
,CO_323:0000288,BlkRustSus_E_1to9,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000286,Black Rust susceptibility,Biotic stress,The plant susceptibility to Black Rust (Stem Rust) caused by the agent Puccinia graminis f. sp. tritici.,,BlkRustSus,,Plant,Black Rust susceptibility,,,CO_323:0000287,Black Rust susceptibility - Estimation,Estimation,"Observe the plant susceptibility to BYDV, and rate it.",,"IPGRI. 1994. Descriptors for barley (Hordeum vulgare L.). International Plant Genetic Resources Institute, Rome, Italy.",CO_323:0000155,1-9 General susceptibility scale,Ordinal,,,,,1= very low or no visible sign of susceptibility,2= very low to low susceptibility,3= low susceptibility,4= low to intermediate susceptibility,5= intermediate susceptibility,6= intermediate to high susceptibility,7= high susceptibility,8= high to very high susceptibility,9= very high susceptibility,
,CO_323:0000290,BTol_E_1to9,,"Nursery observation, Trial evaluation",,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000144,Boron tolerance,Abiotic stress,The plant response to high levels of boron in soil.,,BTol,,Plant,Boron tolerance,,,CO_323:0000289,Boron tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry in a soil presenting Boron toxicity and rate the susceptibility based on the extent of bronze colored necrosis of leaf tips extending down the leaf margins.,,,CO_323:0000137,1-9 General tolerance-susceptibility scale,Ordinal,,,,,1= highly tolerant,2= highly tolerant to tolerant,3= tolerant,4= tolerant to moderately tolerant,5= moderately tolerant,6= moderately tolerant to susceptible,7= susceptible,8= susceptible to highly susceptible,9= highly susceptible,
,CO_323:0000293,BwnRustCI_Cp_pct,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000291,Brown Rust coefficient of infection,Biotic stress,The Brown Rust (Dwarf Leaf Rust) coefficient of infection. Disease caused by the agent Puccinia hordei.,,BwnRustCI,,Plant,Brown Rust coefficient of infection,,,CO_323:0000292,Rust coefficient of infection - Computation,Computation,"Compute Rust coefficient of infection (CI) by multiplying the severity times a constant for host response: where immune = 0.0, R=0.2, MR =0.4, MS =0.8, and S=1.0.",,,CO_323:0000002,%,Numerical,,,,,,,,,,,,,,
,CO_323:0000296,BwnRustResp_E_cat,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000294,Brown Rust plant response,Biotic stress,The plant response to Brown Rust (Dwarf Leaf Rust) caused by the agent Puccinia hordei.,,BwnRustResp,,Plant,Brown Rust plant response,,,CO_323:0000295,Rust response - Estimation,Estimation,"Observe the host reaction to Rust, and rate it, usually scored from immune/resistant to susceptible.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995",CO_323:0000237,Rust response scale,Ordinal,,,,,0= no visible infection on plant.,"R= resistant:â€ visible chlorosis or necrosis, no uredia are present.",MR= moderately resistant:â€ small uredia are present and surrounded by either chlorotic or necrotic areas.,"M= intermediate:â€ variable sized uredia are present, some with chlorosis, necrosis, or both.",MS= moderately susceptible:â€ medium sized uredia are present and possible surrounded by chlorotic areas.,"S= susceptible:â€ large uredia are present, generally with little or no chlorosis and no necrosis.",,,,
,CO_323:0000299,BwnRustSev_E_0to100,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000297,Brown Rust severity,Biotic stress,The Brown Rust (Dwarf Leaf Rust) severity caused by the agent Puccinia hordei.,,BwnRustSev,,Plant,Brown Rust severity,,,CO_323:0000298,Rust severity - Estimation,Estimation,Observe Rust severity and record it. Often severity is represented as a relative or absolute area of plant tissue affected.,,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995",CO_323:0000238,Rust severity modified Cobb scale,Ordinal,,,,,0= 0% (no uredia),1= 1% (0.37% occupied by uredia),5= 5% (1.85% occupied by uredia),10= 10% (3.7% occupied by uredia),20= 20% (7.4% occupied by uredia),30= 30% (11.1% occupied by uredia),40= 40% (14.8% occupied by uredia),50= 50% (18.5% occupied by uredia),60= 60% (22.2% occupied by uredia),70= 70% (25.9% occupied by uredia)
,CO_323:0000302,BwnRustNotes_E_txt,LR,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000300,Brown Rust severity and response,Biotic stress,The Brown Rust (Dwarf Leaf Rust) severity and response notes. Disease caused by the agent Puccinia hordei.,,BwnRustNotes,,Plant,Brown Rust severity and response,,,CO_323:0000301,Rust severity and response notes - Estimation,Estimation,"Observe Rust severity and response and record the note. Severityâ€ is recorded as a percentage, according to the modified Cobb using: Trace, 5, 10, 20, 40, 60, 100. Response is recorded following the scale: 0-No visible infection, R-Resistant, MR-Moderately Resistant, M-Intermediate, MS-Moderately Susceptible, S-Susceptible.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995",CO_323:0000167,Rust notes,Text,,,,,,,,,,,,,,
,CO_323:0000305,BwnRustSus_E_1to9,,Trial evaluation,Flowering,,,,,,EN,Barley,CO_323:0000303,Brown Rust susceptibility,Biotic stress,The plant susceptibility to Brown Rust (Dwarf Leaf Rust) caused by the agent Puccinia hordei.,,BwnRustSus,,Plant,Brown Rust susceptibility,,,CO_323:0000304,Brown Rust susceptibility - Estimation,Estimation,"Observe the plant susceptibility to Brown Rust, and rate it.",,"IPGRI. 1994. Descriptors for barley (Hordeum vulgare L.). International Plant Genetic Resources Institute, Rome, Italy.",CO_323:0000155,1-9 General susceptibility scale,Ordinal,,,,,1= very low or no visible sign of susceptibility,2= very low to low susceptibility,3= low susceptibility,4= low to intermediate susceptibility,5= intermediate susceptibility,6= intermediate to high susceptibility,7= high susceptibility,8= high to very high susceptibility,9= very high susceptibility,
,CO_323:0000307,ColdTol_E_1to9,,"Nursery observation, Trial evaluation",,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000138,Cold tolerance,Abiotic stress,The plant response to cold or low temperatures.,,ColdTol,,Plant,cold tolerance,,,CO_323:0000306,Cold tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry under low temperature condition and rate the tolerance based on crop mortality or reduced growth.,,,CO_323:0000137,1-9 General tolerance-susceptibility scale,Ordinal,,,,,1= highly tolerant,2= highly tolerant to tolerant,3= tolerant,4= tolerant to moderately tolerant,5= moderately tolerant,6= moderately tolerant to susceptible,7= susceptible,8= susceptible to highly susceptible,9= highly susceptible,
,CO_323:0000310,DrouSus_E_1to9,,"Nursery observation, Trial evaluation",,,,,,,EN,Barley,CO_323:0000308,Drought susceptibility,Abiotic stress,The plant susceptibility to drought conditions.,,DrouSus,,Plant,drought susceptibility,,,CO_323:0000309,Drought susceptibility - Estimation,Estimation,Observe the growth of plants per plot/entry under drought conditions and rate its susceptibility.,,"IPGRI. 1994. Descriptors for barley (Hordeum vulgare L.). International Plant Genetic Resources Institute, Rome, Italy.",CO_323:0000155,1-9 General susceptibility scale,Ordinal,,,,,1= very low or no visible sign of susceptibility,2= very low to low susceptibility,3= low susceptibility,4= low to intermediate susceptibility,5= intermediate susceptibility,6= intermediate to high susceptibility,7= high susceptibility,8= high to very high susceptibility,9= very high susceptibility,
,CO_323:0000312,DrouTol_E_1to9,,"Nursery observation, Trial evaluation",,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000141,Drought tolerance,Abiotic stress,The plant response to drought conditions.,,DrouTol,,Plant,drought tolerance,,,CO_323:0000311,Drought tolerance - Estimation,Estimation,Observe the growth of plants per plot/entry under droughted condition and rate the tolerance based on crop mortality or reduced growth.,,,CO_323:0000137,1-9 General tolerance-susceptibility scale,Ordinal,,,,,1= highly tolerant,2= highly tolerant to tolerant,3= tolerant,4= tolerant to moderately tolerant,5= moderately tolerant,6= moderately tolerant to susceptible,7= susceptible,8= susceptible to highly susceptible,9= highly susceptible,
,CO_323:0000314,EffTllrN_Ct_tllrm2,,Trial evaluation,Grain filling,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000009,Effective tiller number,Agronomic,The number of effective tillers bearing spikes per area.,Fertile tiller number,EffTllrN,,Effective tiller,number,,,CO_323:0000313,Effective tiller number - Counting,Counting,Count the number of effective tillers per area and record it.,,,CO_323:0000011,tiller/m2,Numerical,,,,,,,,,,,,,,
,CO_323:0000317,Emer_E_ymd,,Trial evaluation,Emergence,,,,,,EN,Barley,CO_323:0000315,Emergence time,Phenological,The timing of the crop emergence.,,Emer,,Plant,emergence time,,,CO_323:0000316,Emergence time - Estimation,Estimation,Record date of emergence of the plot.,,,CO_323:0000239,yymmdd,Date,,,,,,,,,,,,,,
,CO_323:0000319,FLfAtt_E_1to9,,Plant descriptor,Flowering initiation,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000060,Flag leaf attitude,Morphological,The angle or attitude of the flag leaf respect the culm.,,FLfAtt,,Flag leaf,attitude,,,CO_323:0000318,Flag leaf attitude - Estimation,Estimation,Observe attitude or erectness of flag leaves and rate it.,,,CO_323:0000062,1-9 Attitude scale,Ordinal,,,,,1= erect,2= missing category description,3= missing category description,4= missing category description,5 = semi drooping,6= missing category description,7= missing category description,8= missing category description,9= drooping,
,CO_323:0000321,FLfLng_M_1to3,,Plant descriptor,Flowering,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000063,Flag leaf length,Morphological,The length of flag leaf.,,FLfLng,,Flag leaf,length,,,CO_323:0000320,Flag leaf length - Estimation,Estimation,Observe flag leaf length and rate it.,,,CO_323:0000234,1-3 Length scale,Ordinal,,,,,1= short,2= medium,3= long,,,,,,,
,CO_323:0000323,FLfLng_M_cm,,Plant descriptor,Flowering,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000063,Flag leaf length,Morphological,The length of flag leaf.,,FLfLng,,Flag leaf,length,,,CO_323:0000322,Flag leaf length - Measurement,Measurement,"The length of the flag leaf measured in centimeters, usually recorded as average of at least five tillers.",,,CO_323:0000026,cm,Numerical,,,,,,,,,,,,,,
,CO_323:0000325,FLfWid_M_1to3,,Plant descriptor,Flowering,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000066,Flag leaf width,Morphological,The width of flag leaf at mid-point of the leaf blade.,,FLfWid,,Flag leaf,width,,,CO_323:0000324,Flag leaf width - Estimation,Estimation,Observe flag leaf width and rate it.,,,CO_323:0000134,1-3 Width scale,Ordinal,,,,,1= narrow,2= intermediate,3= wide,,,,,,,
,CO_323:0000327,FLfWid_M_cm,,Plant descriptor,Flowering,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000066,Flag leaf width,Morphological,The width of flag leaf at mid-point of the leaf blade.,,FLfWid,,Flag leaf,width,,,CO_323:0000326,Flag leaf width - Measurement,Measurement,"The width of the flag leaf measured in centimeters at mid-point of the leaf blade, usually recorded as average of at least five tillers.",,,CO_323:0000026,cm,Numerical,,,,,,,,,,,,,,
,CO_323:0000329,Flw_Cp_day,,Trial evaluation,Flowering initiation,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000012,Flowering time,Phenological,The timing of the flowering.,,Flw,,Plant,flowering time,,,CO_323:0000328,Flowering time - Computation,Computation,"Compute number of days to 50% flowering from sowing, first irrigation/rain or emergence date.",,"IPGRI. 1994. Descriptors for barley (Hordeum vulgare L.). International Plant Genetic Resources Institute, Rome, Italy.",CO_323:0000014,day,Numerical,,,,,,,,,,,,,,
,CO_323:0000331,Flw_E_ymd,,Trial evaluation,Flowering initiation,,,,,,EN,Barley,CO_323:0000012,Flowering time,Phenological,The timing of the flowering.,,Flw,,Plant,flowering time,,,CO_323:0000330,Flowering time - Estimation,Estimation,Record date of flowering when 50% plants in a plot have started flowering stage.,,,CO_323:0000239,yymmdd,Date,,,,,,,,,,,,,,
,CO_323:0000335,FHBSev_E_0to5,,Plant descriptor,Grain filling,,,,,,EN,Barley,CO_323:0000332,Fusarium Head Blight severity,Biotic stress,The Fusarium Head Blight severity caused by the agent Fusarium spp.,,FHBSev,,Plant,Fusarium Head Blight severity,,,CO_323:0000333,Fusarium Head Blight severity - Estimation,Estimation,Observe severity of Fusarium Head Blight and record it. Often severity is represented as a relative or absolute area of plant tissue affected.,,,CO_323:0000334,0-5 Severity scale,Ordinal,,,,,0= no symptoms,1= very low severity,2= low severity,3= moderate severity,4= high severity,5= very high severity,,,,
,CO_323:0000338,GBGlucan_M_pct,,Trial evaluation,Post-harvest,,,,,,EN,Barley,CO_323:0000336,Grain Beta Glucan content,Quality,The Beta Glucan content of the malt.,,GBGlucan,,Grain,Beta Glucan content,,,CO_323:0000337,Grain Beta Glucan content - Measurement,Measurement,Measure grain Beta Glucan content by applying EBC method of analysis (betaglucan test Megazyme kit method).,,"EBC (1998), MEBAK (2006), ASBC",CO_323:0000002,%,Numerical,,,,,,,,,,,,,,
,CO_323:0000340,GCol_E_1to5,,Trial evaluation,Post-harvest,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000117,Grain colour,Morphological,The colour of the grains.,,GCol,,Grain,colour,,,CO_323:0000339,Grain colour - Estimation,Estimation,Observe the grains colour and record it.,,,CO_323:0000119,1-5 Grain colour scale,Nominal,,,,,1= amber-white,2= yellow,3= purple,4= red,5= black,,,,,
,CO_323:0000342,GCreWid_E_1to3,,Trial evaluation,Post-harvest,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000132,Grain crease width,Morphological,The width of grain creases.,,GCreWid,,Grain crease,width,,,CO_323:0000341,Grain crease width - Estimation,Estimation,Observe the grain crease width on the ventral side of the grain and record it.,,,CO_323:0000134,1-3 Width scale,Ordinal,,,,,1= narrow,2= intermediate,3= wide,,,,,,,
,CO_323:0000344,GDONC_M_ppm,,Trial evaluation,Post-harvest,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000225,Grain Deoxynivalenol content,Quality,The content of the mycotoxin Deoxynivalenol in grains.,,GDONC,,Grain,Deoxynivalenol content,,,CO_323:0000343,Grain Deoxynivalenol content - Measurement,Measurement,Use standard method to determine grain Deoxynivalenol content and record it.,,,CO_323:0000227,ppm,Numerical,,,,,,,,,,,,,,
,CO_323:0000346,GFP_Cp_day,,Trial evaluation,Physiological maturity,Standard for ICARDA,,"ICARDA, IBP","RPS Verma, Julian Pietragalla",30-janv-14,EN,Barley,CO_323:0000018,Grain filling period duration,Phenological,The duration of the grain filling period.,,GFP,,Grain,filling period duration,,,CO_323:0000345,Grain filling period duration - Computation,Computation,Compute grain filling period as time between flowering/heading and physiological maturity.,,,CO_323:0000014,day,Numerical,,,,,,,,,,,,,,
